LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
106,081109,232346,3820,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8692428775973608797 src: /10.250.10.213:56574 dest: /10.250.10.213:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_8692428775973608797', '/10.250.10.213:56574', '/10.250.10.213:50010']"
107,081109,232639,3792,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-6837050820114491742 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_-6837050820114491742']"
108,081109,232828,3875,INFO,dfs.DataNode$PacketResponder,Received block blk_-5195432543794777448 of size 67108864 from /10.250.10.6,e3df2680,Received block <*> of size <*> from <*>,"['blk_-5195432543794777448', '67108864', '/10.250.10.6']"
109,081109,232829,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_1636660629634995787 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.110.68:50010', 'blk_1636660629634995787', '67108864']"
110,081109,232833,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_467589865104023338 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.75.79:50010', 'blk_467589865104023338', '67108864']"
111,081109,232923,3792,INFO,dfs.DataNode$PacketResponder,Received block blk_7929144620252342335 of size 67108864 from /10.251.31.5,e3df2680,Received block <*> of size <*> from <*>,"['blk_7929144620252342335', '67108864', '/10.251.31.5']"
112,081109,232926,3783,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1798958443298220150 src: /10.251.111.209:57419 dest: /10.251.111.209:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-1798958443298220150', '/10.251.111.209:57419', '/10.251.111.209:50010']"
113,081109,233108,3872,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-54240672253074715 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_-54240672253074715']"
114,081109,233356,3917,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7172347691639518373 src: /10.251.111.37:35327 dest: /10.251.111.37:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-7172347691639518373', '/10.251.111.37:35327', '/10.251.111.37:50010']"
115,081109,233753,3950,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6412155847905320411 src: /10.251.30.85:58995 dest: /10.251.30.85:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-6412155847905320411', '/10.251.30.85:58995', '/10.251.30.85:50010']"
116,081109,233835,4139,INFO,dfs.DataNode$DataXceiver,Receiving block blk_699651392443620263 src: /10.251.70.5:34703 dest: /10.251.70.5:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_699651392443620263', '/10.251.70.5:34703', '/10.251.70.5:50010']"
117,081109,233836,4061,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8788032532930439012 src: /10.251.126.255:41104 dest: /10.251.126.255:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-8788032532930439012', '/10.251.126.255:41104', '/10.251.126.255:50010']"
118,081109,233849,4087,INFO,dfs.DataNode$PacketResponder,Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37,e3df2680,Received block <*> of size <*> from <*>,"['blk_-3455521536483250153', '67108864', '/10.251.106.37']"
119,081109,234027,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.85:50010 is added to blk_-7017553867379051457 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.31.85:50010', 'blk_-7017553867379051457', '67108864']"
120,081109,234107,4261,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1259190292740306590 src: /10.251.65.203:36289 dest: /10.251.65.203:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-1259190292740306590', '/10.251.65.203:36289', '/10.251.65.203:50010']"
121,081109,234110,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000296_0/part-00296. blk_-6620182933895093708,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000296_0/part-00296. blk_-6620182933895093708']
122,081109,234111,4288,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2028803850179311599 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_2028803850179311599']"
123,081109,234112,4136,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8562334328670278932 src: /10.251.194.147:46714 dest: /10.251.194.147:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-8562334328670278932', '/10.251.194.147:46714', '/10.251.194.147:50010']"
124,081109,234325,4246,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-8108913101671416218 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_-8108913101671416218']"
125,081109,234512,4223,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7640601843607665080 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_-7640601843607665080']"
126,081109,234516,4136,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7654726977769174867 src: /10.251.110.160:49990 dest: /10.251.110.160:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_7654726977769174867', '/10.251.110.160:49990', '/10.251.110.160:50010']"
127,081109,234555,4345,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_8320088109701056055 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_8320088109701056055']"
128,081109,234605,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4585055992495043771 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.197.226:50010', 'blk_4585055992495043771', '67108864']"
129,081109,234644,4177,INFO,dfs.DataNode$PacketResponder,Received block blk_-4330512786228504138 of size 67108864 from /10.251.67.225,e3df2680,Received block <*> of size <*> from <*>,"['blk_-4330512786228504138', '67108864', '/10.251.67.225']"
130,081109,234706,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.179:50010 is added to blk_4628142183191390143 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.30.179:50010', 'blk_4628142183191390143', '67108864']"
131,081109,234719,4344,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-6766351519628312408 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_-6766351519628312408']"
132,081109,234728,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to blk_-476906696485288376 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.5.237:50010', 'blk_-476906696485288376', '67108864']"
133,081109,234835,3972,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7436749154361133879 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_-7436749154361133879']"
134,081109,234835,4259,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7061131805920430446 src: /10.250.7.32:53397 dest: /10.250.7.32:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_7061131805920430446', '/10.250.7.32:53397', '/10.250.7.32:50010']"
135,081109,234924,4275,INFO,dfs.DataNode$PacketResponder,Received block blk_-684595390732854503 of size 67108864 from /10.250.6.191,e3df2680,Received block <*> of size <*> from <*>,"['blk_-684595390732854503', '67108864', '/10.250.6.191']"
136,081109,235030,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-6956067134432991406 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.7.244:50010', 'blk_-6956067134432991406', '67108864']"
137,081109,235138,3469,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_549647953114643908 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_549647953114643908']"
138,081109,235140,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000230_0/part-00230. blk_559204981722276126,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000230_0/part-00230. blk_559204981722276126']
139,081109,235305,4419,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-165500353496111884 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_-165500353496111884']"
140,081109,235311,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000169_0/part-00169. blk_-7105305952901940477,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000169_0/part-00169. blk_-7105305952901940477']
141,081109,235322,3968,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9103764593642564543 src: /10.251.43.115:46385 dest: /10.251.43.115:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-9103764593642564543', '/10.251.43.115:46385', '/10.251.43.115:50010']"
142,081109,235337,4459,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_3160319368100972992 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_3160319368100972992']"
143,081109,235426,4327,INFO,dfs.DataNode$PacketResponder,Received block blk_-562725280853087685 of size 67108864 from /10.251.91.84,e3df2680,Received block <*> of size <*> from <*>,"['blk_-562725280853087685', '67108864', '/10.251.91.84']"
144,081109,235609,4400,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4568377692254637284 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_4568377692254637284']"
145,081109,235727,4429,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5217146995455608468 src: /10.251.214.67:38871 dest: /10.251.214.67:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-5217146995455608468', '/10.251.214.67:38871', '/10.251.214.67:50010']"
146,081109,235813,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.225:50010 is added to blk_7481361125021302112 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.199.225:50010', 'blk_7481361125021302112', '67108864']"
147,081109,235903,4454,INFO,dfs.DataNode$PacketResponder,Received block blk_-71429470616906355 of size 67108864 from /10.250.19.16,e3df2680,Received block <*> of size <*> from <*>,"['blk_-71429470616906355', '67108864', '/10.250.19.16']"
148,081109,235904,4520,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-522892190802801712 src: /10.251.74.134:39584 dest: /10.251.74.134:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-522892190802801712', '/10.251.74.134:39584', '/10.251.74.134:50010']"
149,081109,235919,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-3249711809227781266 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.107.19:50010', 'blk_-3249711809227781266', '67108864']"
150,081109,235951,4525,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6329494504520216748 src: /10.251.25.237:39332 dest: /10.251.25.237:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-6329494504520216748', '/10.251.25.237:39332', '/10.251.25.237:50010']"
151,081110,000117,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_-207775976836691685,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_-207775976836691685']
152,081110,000136,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_5114010683183383297 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.6.4:50010', 'blk_5114010683183383297', '67108864']"
153,081110,000136,4627,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-7656610147924319419 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_-7656610147924319419']"
154,081110,000232,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_2096692261399680562,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_2096692261399680562']
155,081110,000238,4717,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-6500549130351529113 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_-6500549130351529113']"
156,081110,000319,4568,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8255732027871411321 src: /10.251.39.179:33950 dest: /10.251.39.179:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-8255732027871411321', '/10.251.39.179:33950', '/10.251.39.179:50010']"
157,081110,000507,4619,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-2896670847306153652 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_-2896670847306153652']"
158,081110,000546,4624,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8856628810470361280 src: /10.250.5.237:41923 dest: /10.250.5.237:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-8856628810470361280', '/10.250.5.237:41923', '/10.250.5.237:50010']"
159,081110,000616,4552,INFO,dfs.DataNode$PacketResponder,Received block blk_3463540868626173125 of size 67108864 from /10.251.30.134,e3df2680,Received block <*> of size <*> from <*>,"['blk_3463540868626173125', '67108864', '/10.251.30.134']"
160,081110,000657,4822,INFO,dfs.DataNode$PacketResponder,Received block blk_-5309211894896608429 of size 67108864 from /10.251.202.181,e3df2680,Received block <*> of size <*> from <*>,"['blk_-5309211894896608429', '67108864', '/10.251.202.181']"
161,081110,000727,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-1055254430948037872 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.15.240:50010', 'blk_-1055254430948037872', '67108864']"
162,081110,000755,4717,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3962600675982666210 src: /10.251.123.195:37374 dest: /10.251.123.195:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_3962600675982666210', '/10.251.123.195:37374', '/10.251.123.195:50010']"
163,081110,000820,4687,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-730776401372551814 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_-730776401372551814']"
164,081110,000841,4727,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-7553009628768897700 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_-7553009628768897700']"
165,081110,001250,4631,INFO,dfs.DataNode$PacketResponder,Received block blk_3068335169639013019 of size 67108864 from /10.251.71.68,e3df2680,Received block <*> of size <*> from <*>,"['blk_3068335169639013019', '67108864', '/10.251.71.68']"
166,081110,001307,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-9069971851590882719 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.90.239:50010', 'blk_-9069971851590882719', '67108864']"
167,081110,001337,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_-8924134715029713489 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.67.4:50010', 'blk_-8924134715029713489', '67108864']"
168,081110,001350,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_278357163850888 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.7.146:50010', 'blk_278357163850888', '67108864']"
169,081110,001745,4905,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5135777574223073423 src: /10.251.65.237:48648 dest: /10.251.65.237:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-5135777574223073423', '/10.251.65.237:48648', '/10.251.65.237:50010']"
170,081110,001818,4837,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1148756466197125339 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_-1148756466197125339']"
171,081110,002041,4863,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_9074030793567748915 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_9074030793567748915']"
172,081110,002103,4928,INFO,dfs.DataNode$PacketResponder,Received block blk_-4067446915270471579 of size 25933924 from /10.251.110.8,e3df2680,Received block <*> of size <*> from <*>,"['blk_-4067446915270471579', '25933924', '/10.251.110.8']"
173,081110,002221,4855,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_3259872359515191972 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_3259872359515191972']"
174,081110,002223,4824,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_5963816136267066159 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_5963816136267066159']"
175,081110,002253,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000138_0/part-00138. blk_-210021574616486609,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000138_0/part-00138. blk_-210021574616486609']
176,081110,002337,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-1547954353065580372,32777b38,Verification succeeded for <*>,['blk_-1547954353065580372']
177,081110,002914,4955,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8524274644018377752 src: /10.251.42.16:33011 dest: /10.251.42.16:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-8524274644018377752', '/10.251.42.16:33011', '/10.251.42.16:50010']"
178,081110,003441,4986,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2015110815660478655 src: /10.251.35.1:53344 dest: /10.251.35.1:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-2015110815660478655', '/10.251.35.1:53344', '/10.251.35.1:50010']"
179,081110,003502,4937,INFO,dfs.DataNode$PacketResponder,Received block blk_7484759945731484842 of size 67108864 from /10.251.203.149,e3df2680,Received block <*> of size <*> from <*>,"['blk_7484759945731484842', '67108864', '/10.251.203.149']"
180,081110,004247,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.242:50010 is added to blk_-4110733372292809607 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.39.242:50010', 'blk_-4110733372292809607', '67108864']"
181,081110,010354,5184,INFO,dfs.DataNode$PacketResponder,Received block blk_-7152190882826520998 of size 67108864 from /10.250.14.143,e3df2680,Received block <*> of size <*> from <*>,"['blk_-7152190882826520998', '67108864', '/10.250.14.143']"
182,081110,010438,4917,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6543889749770222531 src: /10.251.107.98:56224 dest: /10.251.107.98:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-6543889749770222531', '/10.251.107.98:56224', '/10.251.107.98:50010']"
183,081110,010506,5128,INFO,dfs.DataNode$PacketResponder,Received block blk_8772892713521115147 of size 67108864 from /10.251.194.245,e3df2680,Received block <*> of size <*> from <*>,"['blk_8772892713521115147', '67108864', '/10.251.194.245']"
184,081110,010525,5099,INFO,dfs.DataNode$PacketResponder,Received block blk_-6979800421545566530 of size 67108864 from /10.250.10.176,e3df2680,Received block <*> of size <*> from <*>,"['blk_-6979800421545566530', '67108864', '/10.250.10.176']"
185,081110,010543,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000382_0/part-00382. blk_8935202950442998446,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_000382_0/part-00382. blk_8935202950442998446']
186,081110,010629,5132,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4799092443170733505 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_-4799092443170733505']"
187,081110,010759,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000392_0/part-00392. blk_-3010126661650043258,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_000392_0/part-00392. blk_-3010126661650043258']
188,081110,010801,5186,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-5215520749152394224 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_-5215520749152394224']"
189,081110,010815,5133,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_397848436489409658 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_397848436489409658']"
190,081110,010851,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.86:50010 is added to blk_-9181958042427679309 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.199.86:50010', 'blk_-9181958042427679309', '67108864']"
191,081110,010917,5109,INFO,dfs.DataNode$PacketResponder,Received block blk_-5124326558394984439 of size 67108864 from /10.251.122.79,e3df2680,Received block <*> of size <*> from <*>,"['blk_-5124326558394984439', '67108864', '/10.251.122.79']"
192,081110,010918,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.37:50010 is added to blk_-4741127506068309449 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.106.37:50010', 'blk_-4741127506068309449', '67108864']"
193,081110,010932,5174,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4937215748597091532 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_-4937215748597091532']"
194,081110,011001,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_541463031152673662 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.25.237:50010', 'blk_541463031152673662', '67108864']"
195,081110,011100,5230,INFO,dfs.DataNode$PacketResponder,Received block blk_-7514806214244798312 of size 67108864 from /10.250.15.101,e3df2680,Received block <*> of size <*> from <*>,"['blk_-7514806214244798312', '67108864', '/10.250.15.101']"
196,081110,011133,5157,INFO,dfs.DataNode$PacketResponder,Received block blk_-7007208336332784130 of size 67108864 from /10.251.27.63,e3df2680,Received block <*> of size <*> from <*>,"['blk_-7007208336332784130', '67108864', '/10.251.27.63']"
197,081110,011237,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_6996194389878584395,32777b38,Verification succeeded for <*>,['blk_6996194389878584395']
198,081110,011335,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.146:50010 is added to blk_-6836642008179678048 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.71.146:50010', 'blk_-6836642008179678048', '67108864']"
199,081110,011352,5321,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_8060713381303305129 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_8060713381303305129']"
200,081110,011406,5296,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5760391051658436046 src: /10.251.42.84:59752 dest: /10.251.42.84:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_5760391051658436046', '/10.251.42.84:59752', '/10.251.42.84:50010']"
201,081110,011431,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000675_0/part-00675. blk_-7866582011201618766,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_000675_0/part-00675. blk_-7866582011201618766']
202,081110,011448,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_-7555801584297376435 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.214.18:50010', 'blk_-7555801584297376435', '67108864']"
203,081110,011505,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-5949883083428548093 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.26.177:50010', 'blk_-5949883083428548093', '67108864']"
204,081110,011521,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000705_0/part-00705. blk_-9162090767925303921,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/randtxt/_temporary/_task_200811092030_0003_m_000705_0/part-00705. blk_-9162090767925303921']
205,081110,011538,5164,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4196449318426994195 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_-4196449318426994195']"
206,081110,011713,5420,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4238127626194855481 src: /10.250.11.100:59324 dest: /10.250.11.100:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_4238127626194855481', '/10.250.11.100:59324', '/10.250.11.100:50010']"
207,081110,011731,5472,INFO,dfs.DataNode$PacketResponder,Received block blk_-3805070405372551730 of size 67108864 from /10.251.109.236,e3df2680,Received block <*> of size <*> from <*>,"['blk_-3805070405372551730', '67108864', '/10.251.109.236']"
208,081110,011846,5274,INFO,dfs.DataNode$PacketResponder,Received block blk_-2013946318750925538 of size 67108864 from /10.251.126.22,e3df2680,Received block <*> of size <*> from <*>,"['blk_-2013946318750925538', '67108864', '/10.251.126.22']"
209,081110,011925,5356,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_3278280638950561822 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['1', 'blk_3278280638950561822']"
