EventId,Content,Time,Date,Pid,Level,Component,EventTemplate,BlockId
E5,Receiving block blk_-8564559053757187153 src: /10.251.126.255:54980 dest: /10.251.126.255:50010,204436,81109,498,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-8564559053757187153
E7,writeBlock blk_-8564559053757187153 received exception java.io.IOException: Could not read from stream,204440,81109,498,INFO,dfs.DataNode$DataXceiver,writeBlock <*> received exception <*>,blk_-8564559053757187153
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000112_0/part-00112. blk_-3947118178407586866,204439,81109,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-3947118178407586866
E5,Receiving block blk_-3947118178407586866 src: /10.251.125.193:49038 dest: /10.251.125.193:50010,204439,81109,473,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-3947118178407586866
E5,Receiving block blk_-3947118178407586866 src: /10.251.125.193:41508 dest: /10.251.125.193:50010,204439,81109,499,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-3947118178407586866
E7,writeBlock blk_-3947118178407586866 received exception java.io.IOException: Could not read from stream,204440,81109,499,INFO,dfs.DataNode$DataXceiver,writeBlock <*> received exception <*>,blk_-3947118178407586866
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000220_0/part-00220. blk_3447884879668134874,204444,81109,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_3447884879668134874
E5,Receiving block blk_3447884879668134874 src: /10.250.14.196:49607 dest: /10.250.14.196:50010,204445,81109,516,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_3447884879668134874
E5,Receiving block blk_3447884879668134874 src: /10.250.14.196:45468 dest: /10.250.14.196:50010,204446,81109,505,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_3447884879668134874
E7,writeBlock blk_3447884879668134874 received exception java.io.IOException: Could not read from stream,204449,81109,516,INFO,dfs.DataNode$DataXceiver,writeBlock <*> received exception <*>,blk_3447884879668134874
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000222_0/part-00222. blk_7813615865800609642,204447,81109,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_7813615865800609642
E5,Receiving block blk_7813615865800609642 src: /10.251.125.174:36655 dest: /10.251.125.174:50010,204447,81109,506,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_7813615865800609642
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000256_0/part-00256. blk_-7981936966289431785,204449,81109,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-7981936966289431785
E5,Receiving block blk_-7981936966289431785 src: /10.251.107.19:52772 dest: /10.251.107.19:50010,204449,81109,522,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-7981936966289431785
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000043_0/part-00043. blk_-3485739706870275513,204455,81109,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-3485739706870275513
E5,Receiving block blk_-3485739706870275513 src: /10.251.42.84:51848 dest: /10.251.42.84:50010,204455,81109,509,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-3485739706870275513
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000057_0/part-00057. blk_8592983560257358579,204506,81109,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_8592983560257358579
E5,Receiving block blk_8592983560257358579 src: /10.251.42.246:36742 dest: /10.251.42.246:50010,204506,81109,499,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_8592983560257358579
E5,Receiving block blk_8592983560257358579 src: /10.251.42.246:50292 dest: /10.251.42.246:50010,204506,81109,512,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_8592983560257358579
E7,writeBlock blk_8592983560257358579 received exception java.io.IOException: Could not read from stream,204509,81109,512,INFO,dfs.DataNode$DataXceiver,writeBlock <*> received exception <*>,blk_8592983560257358579
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000290_0/part-00290. blk_6006300655294348209,204511,81109,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_6006300655294348209
E5,Receiving block blk_6006300655294348209 src: /10.251.73.188:55984 dest: /10.251.73.188:50010,204511,81109,502,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_6006300655294348209
E5,Receiving block blk_6006300655294348209 src: /10.251.73.188:36581 dest: /10.251.73.188:50010,204511,81109,521,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_6006300655294348209
E7,writeBlock blk_6006300655294348209 received exception java.io.IOException: Could not read from stream,204513,81109,521,INFO,dfs.DataNode$DataXceiver,writeBlock <*> received exception <*>,blk_6006300655294348209
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000346_0/part-00346. blk_-6324108399310032667,204512,81109,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-6324108399310032667
E5,Receiving block blk_-6324108399310032667 src: /10.250.11.53:49004 dest: /10.250.11.53:50010,204512,81109,511,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-6324108399310032667
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000269_0/part-00269. blk_-8213344449220111733,204515,81109,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-8213344449220111733
E5,Receiving block blk_-8213344449220111733 src: /10.251.194.147:40717 dest: /10.251.194.147:50010,204515,81109,500,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-8213344449220111733
E5,Receiving block blk_-8213344449220111733 src: /10.251.194.147:46229 dest: /10.251.194.147:50010,204516,81109,524,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-8213344449220111733
E5,Receiving block blk_-8213344449220111733 src: /10.251.43.21:55644 dest: /10.251.43.21:50010,204518,81109,516,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-8213344449220111733
E25,BLOCK* ask 10.251.43.21:50010 to replicate blk_-8213344449220111733 to datanode(s) 10.251.30.134:50010,204520,81109,19,INFO,dfs.FSNamesystem,BLOCK* ask <*> to replicate <*> to datanode(s) <*>,blk_-8213344449220111733
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.193.224:50010 is added to blk_-8213344449220111733 size 3553474,204520,81109,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-8213344449220111733
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.147:50010 is added to blk_-8213344449220111733 size 3553474,204520,81109,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-8213344449220111733
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.21:50010 is added to blk_-8213344449220111733 size 3553474,204520,81109,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-8213344449220111733
E11,PacketResponder 2 for block blk_-8213344449220111733 terminating,204520,81109,501,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-8213344449220111733
E9,Received block blk_-8213344449220111733 of size 3553474 from /10.251.194.147,204520,81109,501,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-8213344449220111733
E11,PacketResponder 0 for block blk_-8213344449220111733 terminating,204520,81109,517,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-8213344449220111733
E9,Received block blk_-8213344449220111733 of size 3553474 from /10.251.43.21,204520,81109,517,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-8213344449220111733
E11,PacketResponder 1 for block blk_-8213344449220111733 terminating,204520,81109,525,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-8213344449220111733
E9,Received block blk_-8213344449220111733 of size 3553474 from /10.251.194.147,204520,81109,525,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-8213344449220111733
E18,10.251.43.21:50010 Starting thread to transfer block blk_-8213344449220111733 to 10.251.30.134:50010,204521,81109,19,INFO,dfs.DataNode,<*> Starting thread to transfer block <*> to <*>,blk_-8213344449220111733
E5,Receiving block blk_-8213344449220111733 src: /10.251.43.21:44237 dest: /10.251.43.21:50010,204521,81109,508,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-8213344449220111733
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.134:50010 is added to blk_-8213344449220111733 size 3553474,204522,81109,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-8213344449220111733
E6,Received block blk_-8213344449220111733 src: /10.251.43.21:44237 dest: /10.251.43.21:50010 of size 3553474,204522,81109,508,INFO,dfs.DataNode$DataXceiver,Received block <*> src: /<*> dest: /<*> of size <*>,blk_-8213344449220111733
E16,10.251.43.21:50010:Transmitted block blk_-8213344449220111733 to /10.251.30.134:50010,204522,81109,528,INFO,dfs.DataNode$DataTransfer,<*>:Transmitted block <*> to /<*>,blk_-8213344449220111733
E21,Deleting block blk_-8213344449220111733 file /mnt/hadoop/dfs/data/current/subdir39/blk_-8213344449220111733,204524,81109,19,INFO,dfs.FSDataset,Deleting block <*> file <*>,blk_-8213344449220111733
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000374_0/part-00374. blk_-9203207203433266408,204516,81109,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-9203207203433266408
E5,Receiving block blk_-9203207203433266408 src: /10.251.38.197:36321 dest: /10.251.38.197:50010,204516,81109,515,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-9203207203433266408
E5,Receiving block blk_-9203207203433266408 src: /10.251.38.197:42308 dest: /10.251.38.197:50010,204516,81109,517,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-9203207203433266408
E7,writeBlock blk_-9203207203433266408 received exception java.io.IOException: Could not read from stream,204519,81109,517,INFO,dfs.DataNode$DataXceiver,writeBlock <*> received exception <*>,blk_-9203207203433266408
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000096_0/part-00096. blk_-4269455850074860629,204517,81109,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-4269455850074860629
E5,Receiving block blk_-4269455850074860629 src: /10.251.107.227:55954 dest: /10.251.107.227:50010,204517,81109,511,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-4269455850074860629
E5,Receiving block blk_-4269455850074860629 src: /10.251.107.227:39601 dest: /10.251.107.227:50010,204517,81109,523,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-4269455850074860629
E7,writeBlock blk_-4269455850074860629 received exception java.io.IOException: Could not read from stream,204519,81109,511,INFO,dfs.DataNode$DataXceiver,writeBlock <*> received exception <*>,blk_-4269455850074860629
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000088_0/part-00088. blk_1103903302069232031,204518,81109,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_1103903302069232031
E5,Receiving block blk_1103903302069232031 src: /10.251.123.99:55755 dest: /10.251.123.99:50010,204518,81109,539,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_1103903302069232031
E5,Receiving block blk_1103903302069232031 src: /10.251.123.99:51710 dest: /10.251.123.99:50010,204519,81109,518,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_1103903302069232031
E7,writeBlock blk_1103903302069232031 received exception java.io.IOException: Could not read from stream,204523,81109,539,INFO,dfs.DataNode$DataXceiver,writeBlock <*> received exception <*>,blk_1103903302069232031
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000117_0/part-00117. blk_-50592998855094089,204525,81109,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-50592998855094089
E5,Receiving block blk_-50592998855094089 src: /10.251.111.209:47450 dest: /10.251.111.209:50010,204525,81109,552,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-50592998855094089
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000410_0/part-00410. blk_6016970584388797504,204525,81109,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_6016970584388797504
E5,Receiving block blk_6016970584388797504 src: /10.250.7.244:34212 dest: /10.250.7.244:50010,204525,81109,510,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_6016970584388797504
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000337_0/part-00337. blk_6505703663224043518,204531,81109,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_6505703663224043518
E5,Receiving block blk_6505703663224043518 src: /10.251.90.239:51139 dest: /10.251.90.239:50010,204531,81109,528,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_6505703663224043518
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000334_0/part-00334. blk_-4112386892632996202,204539,81109,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-4112386892632996202
E5,Receiving block blk_-4112386892632996202 src: /10.251.109.209:41006 dest: /10.251.109.209:50010,204539,81109,531,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-4112386892632996202
E5,Receiving block blk_-4112386892632996202 src: /10.251.109.209:55586 dest: /10.251.109.209:50010,204539,81109,540,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-4112386892632996202
E7,writeBlock blk_-4112386892632996202 received exception java.io.IOException: Could not read from stream,204542,81109,531,INFO,dfs.DataNode$DataXceiver,writeBlock <*> received exception <*>,blk_-4112386892632996202
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000310_0/part-00310. blk_-6899869435641005946,204551,81109,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-6899869435641005946
E5,Receiving block blk_-6899869435641005946 src: /10.251.43.210:50078 dest: /10.251.43.210:50010,204551,81109,531,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-6899869435641005946
E5,Receiving block blk_-6899869435641005946 src: /10.251.122.65:47579 dest: /10.251.122.65:50010,204551,81109,542,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-6899869435641005946
E5,Receiving block blk_-6899869435641005946 src: /10.251.122.65:60904 dest: /10.251.122.65:50010,204551,81109,553,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-6899869435641005946
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.65:50010 is added to blk_-6899869435641005946 size 3536364,204554,81109,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-6899869435641005946
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.64:50010 is added to blk_-6899869435641005946 size 3536364,204554,81109,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-6899869435641005946
E11,PacketResponder 0 for block blk_-6899869435641005946 terminating,204554,81109,532,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-6899869435641005946
E9,Received block blk_-6899869435641005946 of size 3536364 from /10.251.43.210,204554,81109,532,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-6899869435641005946
E11,PacketResponder 1 for block blk_-6899869435641005946 terminating,204554,81109,544,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-6899869435641005946
E9,Received block blk_-6899869435641005946 of size 3536364 from /10.251.122.65,204554,81109,544,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-6899869435641005946
E11,PacketResponder 2 for block blk_-6899869435641005946 terminating,204554,81109,554,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-6899869435641005946
E9,Received block blk_-6899869435641005946 of size 3536364 from /10.251.122.65,204554,81109,554,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-6899869435641005946
E18,10.251.39.64:50010 Starting thread to transfer block blk_-6899869435641005946 to 10.250.7.230:50010,204556,81109,18,INFO,dfs.DataNode,<*> Starting thread to transfer block <*> to <*>,blk_-6899869435641005946
E25,BLOCK* ask 10.251.39.64:50010 to replicate blk_-6899869435641005946 to datanode(s) 10.250.7.230:50010,204556,81109,19,INFO,dfs.FSNamesystem,BLOCK* ask <*> to replicate <*> to datanode(s) <*>,blk_-6899869435641005946
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.210:50010 is added to blk_-6899869435641005946 size 3536364,204556,81109,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-6899869435641005946
E5,Receiving block blk_-6899869435641005946 src: /10.251.39.64:45213 dest: /10.251.39.64:50010,204556,81109,528,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-6899869435641005946
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.230:50010 is added to blk_-6899869435641005946 size 3536364,204557,81109,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-6899869435641005946
E6,Received block blk_-6899869435641005946 src: /10.251.39.64:45213 dest: /10.251.39.64:50010 of size 3536364,204557,81109,528,INFO,dfs.DataNode$DataXceiver,Received block <*> src: /<*> dest: /<*> of size <*>,blk_-6899869435641005946
E16,10.251.39.64:50010:Transmitted block blk_-6899869435641005946 to /10.250.7.230:50010,204557,81109,537,INFO,dfs.DataNode$DataTransfer,<*>:Transmitted block <*> to /<*>,blk_-6899869435641005946
E21,Deleting block blk_-6899869435641005946 file /mnt/hadoop/dfs/data/current/subdir12/blk_-6899869435641005946,204600,81109,19,INFO,dfs.FSDataset,Deleting block <*> file <*>,blk_-6899869435641005946
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000381_0/part-00381. blk_-919439116365725304,204551,81109,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_-919439116365725304
E5,Receiving block blk_-919439116365725304 src: /10.250.7.96:33105 dest: /10.250.7.96:50010,204551,81109,535,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-919439116365725304
E5,Receiving block blk_-919439116365725304 src: /10.250.7.96:55358 dest: /10.250.7.96:50010,204551,81109,550,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-919439116365725304
E5,Receiving block blk_-919439116365725304 src: /10.251.75.163:46034 dest: /10.251.75.163:50010,204552,81109,542,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-919439116365725304
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.242:50010 is added to blk_-919439116365725304 size 3554062,204555,81109,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-919439116365725304
E25,BLOCK* ask 10.251.31.242:50010 to replicate blk_-919439116365725304 to datanode(s) 10.251.65.203:50010,204556,81109,19,INFO,dfs.FSNamesystem,BLOCK* ask <*> to replicate <*> to datanode(s) <*>,blk_-919439116365725304
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.96:50010 is added to blk_-919439116365725304 size 3554062,204556,81109,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-919439116365725304
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.163:50010 is added to blk_-919439116365725304 size 3554062,204556,81109,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-919439116365725304
E11,PacketResponder 2 for block blk_-919439116365725304 terminating,204556,81109,536,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-919439116365725304
E9,Received block blk_-919439116365725304 of size 3554062 from /10.250.7.96,204556,81109,536,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-919439116365725304
E11,PacketResponder 0 for block blk_-919439116365725304 terminating,204556,81109,543,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-919439116365725304
E9,Received block blk_-919439116365725304 of size 3554062 from /10.251.75.163,204556,81109,543,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-919439116365725304
E11,PacketResponder 1 for block blk_-919439116365725304 terminating,204556,81109,554,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_-919439116365725304
E9,Received block blk_-919439116365725304 of size 3554062 from /10.250.7.96,204556,81109,554,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_-919439116365725304
E18,10.251.31.242:50010 Starting thread to transfer block blk_-919439116365725304 to 10.251.65.203:50010,204600,81109,19,INFO,dfs.DataNode,<*> Starting thread to transfer block <*> to <*>,blk_-919439116365725304
E5,Receiving block blk_-919439116365725304 src: /10.251.31.242:42660 dest: /10.251.31.242:50010,204600,81109,544,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_-919439116365725304
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-919439116365725304 size 3554062,204602,81109,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_-919439116365725304
E6,Received block blk_-919439116365725304 src: /10.251.31.242:42660 dest: /10.251.31.242:50010 of size 3554062,204602,81109,544,INFO,dfs.DataNode$DataXceiver,Received block <*> src: /<*> dest: /<*> of size <*>,blk_-919439116365725304
E16,10.251.31.242:50010:Transmitted block blk_-919439116365725304 to /10.251.65.203:50010,204602,81109,549,INFO,dfs.DataNode$DataTransfer,<*>:Transmitted block <*> to /<*>,blk_-919439116365725304
E21,Deleting block blk_-919439116365725304 file /mnt/hadoop/dfs/data/current/subdir30/blk_-919439116365725304,204604,81109,19,INFO,dfs.FSDataset,Deleting block <*> file <*>,blk_-919439116365725304
E22,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000288_0/part-00288. blk_5647191344005583177,204551,81109,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock:<*>,blk_5647191344005583177
E5,Receiving block blk_5647191344005583177 src: /10.251.123.20:42474 dest: /10.251.123.20:50010,204551,81109,554,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_5647191344005583177
E5,Receiving block blk_5647191344005583177 src: /10.251.123.20:54256 dest: /10.251.123.20:50010,204552,81109,532,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_5647191344005583177
E5,Receiving block blk_5647191344005583177 src: /10.251.91.84:56706 dest: /10.251.91.84:50010,204552,81109,549,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_5647191344005583177
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.20:50010 is added to blk_5647191344005583177 size 67108864,204639,81109,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_5647191344005583177
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_5647191344005583177 size 67108864,204639,81109,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_5647191344005583177
E11,PacketResponder 1 for block blk_5647191344005583177 terminating,204639,81109,533,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_5647191344005583177
E9,Received block blk_5647191344005583177 of size 67108864 from /10.251.123.20,204639,81109,533,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_5647191344005583177
E11,PacketResponder 0 for block blk_5647191344005583177 terminating,204639,81109,550,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_5647191344005583177
E9,Received block blk_5647191344005583177 of size 67108864 from /10.251.91.84,204639,81109,550,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_5647191344005583177
E11,PacketResponder 2 for block blk_5647191344005583177 terminating,204639,81109,555,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block <*> terminating,blk_5647191344005583177
E9,Received block blk_5647191344005583177 of size 67108864 from /10.251.123.20,204639,81109,555,INFO,dfs.DataNode$PacketResponder,Received block <*> of size <*> from /<*>,blk_5647191344005583177
E25,BLOCK* ask 10.251.123.20:50010 to replicate blk_5647191344005583177 to datanode(s) 10.250.6.214:50010,204641,81109,19,INFO,dfs.FSNamesystem,BLOCK* ask <*> to replicate <*> to datanode(s) <*>,blk_5647191344005583177
E26,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.84:50010 is added to blk_5647191344005583177 size 67108864,204642,81109,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,blk_5647191344005583177
E18,10.251.123.20:50010 Starting thread to transfer block blk_5647191344005583177 to 10.250.6.214:50010,204643,81109,19,INFO,dfs.DataNode,<*> Starting thread to transfer block <*> to <*>,blk_5647191344005583177
E5,Receiving block blk_5647191344005583177 src: /10.251.123.20:55795 dest: /10.251.123.20:50010,204644,81109,571,INFO,dfs.DataNode$DataXceiver,Receiving block <*> src: /<*> dest: /<*>,blk_5647191344005583177
E6,Received block blk_5647191344005583177 src: /10.251.123.20:55795 dest: /10.251.123.20:50010 of size 67108864,204658,81109,571,INFO,dfs.DataNode$DataXceiver,Received block <*> src: /<*> dest: /<*> of size <*>,blk_5647191344005583177
